session_id	original_session_id
ses-1289971395	ses-1289971395
ses-1289975615	ses-1289975615
ses-1289985626	ses-1289985626
ses-1289986312	ses-1289986312
ses-1289989193	ses-1289989193
ses-1290193016	ses-1290193016
ses-1290197477	ses-1290197477
ses-1290265479	ses-1290265479
ses-1290273375	ses-1290273375
ses-1290281816	ses-1290281816
ses-1290504786	ses-1290504786
ses-1290506819	ses-1290506819
ses-1290507879	ses-1290507879
ses-1290518509	ses-1290518509
ses-1290525105	ses-1290525105
ses-1290614120	ses-1290614120
ses-1290620463	ses-1290620463
