onset	duration	nwb_table	treelevel
11.309000015258789	0.09999999999999964	epochs	0.0
11.309000015258789	0.04499999999999993	epochs	1.0
11.354000015258789	0.009999999999999787	epochs	1.0
11.364000015258789	0.04499999999999993	epochs	1.0
11.409000015258789	0.7049950000000003	epochs	0.0
11.409000015258789	0.5	epochs	-1.0
11.409000015258789	0.5	epochs	-1.0
11.409000015258789	0.5	epochs	1.0
11.909000015258789	0.0600000000000005	epochs	-1.0
11.909000015258789	0.025000000000000355	epochs	-1.0
11.909000015258789	0.025000000000000355	epochs	1.0
11.934000015258789	0.009999999999999787	epochs	-1.0
11.934000015258789	0.009999999999999787	epochs	1.0
11.944000015258789	0.025000000000000355	epochs	-1.0
11.944000015258789	0.025000000000000355	epochs	1.0
11.96900001525879	0.0600000000000005	epochs	-1.0
11.96900001525879	0.025000000000000355	epochs	-1.0
11.96900001525879	0.025000000000000355	epochs	1.0
11.99400001525879	0.009999999999999787	epochs	-1.0
11.99400001525879	0.009999999999999787	epochs	1.0
12.00400001525879	0.025000000000000355	epochs	-1.0
12.00400001525879	0.025000000000000355	epochs	1.0
12.02900001525879	0.05999999999999872	epochs	-1.0
12.02900001525879	0.02499999999999858	epochs	-1.0
12.02900001525879	0.02499999999999858	epochs	1.0
12.054000015258788	0.010000000000001563	epochs	-1.0
12.054000015258788	0.010000000000001563	epochs	1.0
12.06400001525879	0.02499999999999858	epochs	-1.0
12.06400001525879	0.02499999999999858	epochs	1.0
12.089000015258788	0.024995000000000545	epochs	1.0
235.1139998435974	0.09999999999999432	epochs	0.0
235.1139998435974	0.044999999999987494	epochs	1.0
235.1589998435974	0.010000000000019327	epochs	1.0
235.16899984359742	0.044999999999987494	epochs	1.0
235.2139998435974	0.7049949999999967	epochs	0.0
235.2139998435974	0.5	epochs	-1.0
235.2139998435974	0.5	epochs	1.0
235.7139998435974	0.060000000000002274	epochs	-1.0
235.7139998435974	0.025000000000005684	epochs	-1.0
235.7139998435974	0.025000000000005684	epochs	1.0
235.7389998435974	0.009999999999990905	epochs	-1.0
235.7389998435974	0.009999999999990905	epochs	1.0
235.7489998435974	0.025000000000005684	epochs	-1.0
235.7489998435974	0.025000000000005684	epochs	1.0
235.7739998435974	0.060000000000002274	epochs	-1.0
235.7739998435974	0.025000000000005684	epochs	-1.0
235.7739998435974	0.025000000000005684	epochs	1.0
235.79899984359741	0.009999999999990905	epochs	-1.0
235.79899984359741	0.009999999999990905	epochs	1.0
235.8089998435974	0.025000000000005684	epochs	-1.0
235.8089998435974	0.025000000000005684	epochs	1.0
235.8339998435974	0.060000000000002274	epochs	-1.0
235.8339998435974	0.025000000000005684	epochs	-1.0
235.8339998435974	0.025000000000005684	epochs	1.0
235.85899984359742	0.009999999999990905	epochs	-1.0
235.85899984359742	0.009999999999990905	epochs	1.0
235.8689998435974	0.025000000000005684	epochs	-1.0
235.8689998435974	0.025000000000005684	epochs	1.0
235.8939998435974	0.024994999999989886	epochs	1.0
282.59100008010864	0.10000000000002274	epochs	0.0
282.59100008010864	0.045000000000015916	epochs	1.0
282.63600008010866	0.009999999999990905	epochs	1.0
282.64600008010865	0.045000000000015916	epochs	1.0
282.69100008010867	61.384995	epochs	0.0
282.69100008010867	0.5	epochs	-1.0
282.69100008010867	0.5	epochs	-1.0
282.69100008010867	0.5	epochs	1.0
283.19100008010867	0.060000000000002274	epochs	-1.0
283.19100008010867	0.024999999999977263	epochs	-1.0
283.19100008010867	0.024999999999977263	epochs	1.0
283.21600008010864	0.009999999999990905	epochs	-1.0
283.21600008010864	0.009999999999990905	epochs	1.0
283.22600008010863	0.025000000000034106	epochs	-1.0
283.22600008010863	0.025000000000034106	epochs	1.0
283.25100008010867	0.060000000000002274	epochs	-1.0
283.25100008010867	0.024999999999977263	epochs	-1.0
283.25100008010867	0.024999999999977263	epochs	1.0
283.27600008010864	0.009999999999990905	epochs	-1.0
283.27600008010864	0.009999999999990905	epochs	1.0
283.28600008010864	0.025000000000034106	epochs	-1.0
283.28600008010864	0.025000000000034106	epochs	1.0
283.31100008010867	0.05999999999994543	epochs	-1.0
283.31100008010867	0.024999999999977263	epochs	-1.0
283.31100008010867	0.024999999999977263	epochs	1.0
283.33600008010865	0.009999999999990905	epochs	-1.0
283.33600008010865	0.009999999999990905	epochs	1.0
283.34600008010864	0.024999999999977263	epochs	-1.0
283.34600008010864	0.024999999999977263	epochs	1.0
283.3710000801086	60.0	epochs	1.0
343.3710000801086	0.5	epochs	-1.0
343.3710000801086	0.5	epochs	-1.0
343.3710000801086	0.5	epochs	1.0
343.8710000801086	0.06000000000005912	epochs	-1.0
343.8710000801086	0.025000000000034106	epochs	-1.0
343.8710000801086	0.025000000000034106	epochs	1.0
343.89600008010865	0.009999999999990905	epochs	-1.0
343.89600008010865	0.009999999999990905	epochs	1.0
343.90600008010864	0.025000000000034106	epochs	-1.0
343.90600008010864	0.025000000000034106	epochs	1.0
343.9310000801087	0.05999999999994543	epochs	-1.0
343.9310000801087	0.024999999999977263	epochs	-1.0
343.9310000801087	0.024999999999977263	epochs	1.0
343.95600008010865	0.009999999999990905	epochs	-1.0
343.95600008010865	0.009999999999990905	epochs	1.0
343.96600008010864	0.024999999999977263	epochs	-1.0
343.96600008010864	0.024999999999977263	epochs	1.0
343.9910000801086	0.060000000000002274	epochs	-1.0
343.9910000801086	0.025000000000034106	epochs	-1.0
343.9910000801086	0.025000000000034106	epochs	1.0
344.01600008010865	0.009999999999990905	epochs	-1.0
344.01600008010865	0.009999999999990905	epochs	1.0
344.02600008010864	0.024999999999977263	epochs	-1.0
344.02600008010864	0.024999999999977263	epochs	1.0
344.0510000801086	0.02499500000004673	epochs	1.0
372.1119999885559	0.10000000000002274	epochs	0.0
372.1119999885559	0.045000000000015916	epochs	1.0
372.1569999885559	0.009999999999990905	epochs	1.0
372.1669999885559	0.045000000000015916	epochs	1.0
372.21199998855593	0.7049949999999967	epochs	0.0
372.21199998855593	0.5	epochs	-1.0
372.21199998855593	0.5	epochs	-1.0
372.21199998855593	0.5	epochs	1.0
372.71199998855593	0.060000000000002274	epochs	-1.0
372.71199998855593	0.024999999999977263	epochs	-1.0
372.71199998855593	0.024999999999977263	epochs	1.0
372.7369999885559	0.009999999999990905	epochs	-1.0
