participant_id	species	sex
sub-1285385365	http://purl.obolibrary.org/obo/NCBITaxon_9545	F
sub-1287219494	http://purl.obolibrary.org/obo/NCBITaxon_9545	F
sub-1288510508	http://purl.obolibrary.org/obo/NCBITaxon_9545	F
